Molecule_ChEMBL_ID,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles
CHEMBL194098,0,278.71,1,2,4.33,37.3,1.0,1.0,0.0,3.0,N,0.91,4.55,1.45,2.0,MOL,-1,19.0,2.0,1.0,0.0,278.051,ACID,C15H12ClFO2,CC(C(=O)O)c1ccc(-c2cccc(Cl)c2)c(F)c1
CHEMBL236182,0,514.09,3,4,3.33,90.39,6.0,1.0,1.0,7.0,N,0.6,3.31,3.16,1.0,MOL,-1,34.0,8.0,1.0,1.0,513.2064,NEUTRAL,C24H36ClN3O5S,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL3286981,0,381.41,2,2,2.09,85.95,8.0,1.0,0.0,4.0,N,0.58,2.47,2.47,4.0,MOL,-1,27.0,7.0,1.0,0.0,381.0783,NEUTRAL,C19H15N3O4S,COc1cc(/C=c2\sc3nc(-c4ccncc4)cn3c2=O)cc(OC)c1O
CHEMBL492023,0,389.24,1,1,5.27,16.38,2.0,0.0,1.0,3.0,N,0.57,5.43,5.43,3.0,MOL,-1,21.0,2.0,0.0,1.0,389.0277,NEUTRAL,C18H16INO,CN(C)c1ccc(/C=C/c2cc3ccc(I)cc3o2)cc1
CHEMBL1087548,0,284.34,2,2,2.5,80.9,5.0,2.0,0.0,3.0,N,0.77,1.84,1.83,3.0,MOL,-1,20.0,5.0,3.0,0.0,284.0732,NEUTRAL,C14H12N4OS,CNc1ccc(-c2nc3ccc(C(N)=O)cc3s2)cn1
CHEMBL193634,0,340.39,4,8,4.5,46.53,2.0,1.0,0.0,4.0,N,0.89,4.46,1.51,2.0,MOL,-1,25.0,3.0,1.0,0.0,340.1475,ACID,C21H21FO3,O=C(O)C1(c2ccc(-c3ccc(C4CCOCC4)cc3)c(F)c2)CC1
CHEMBL382721,0,356.39,4,9,4.17,55.76,3.0,1.0,0.0,5.0,N,0.87,3.84,0.76,2.0,MOL,-1,26.0,4.0,1.0,0.0,356.1424,ACID,C21H21FO4,O=C(O)C1(c2ccc(-c3ccc(OC4CCOCC4)cc3)c(F)c2)CC1
CHEMBL523824,0,279.34,1,1,4.65,34.4,3.0,1.0,0.0,4.0,N,0.75,3.71,3.71,3.0,MOL,-1,21.0,3.0,1.0,0.0,279.1259,NEUTRAL,C18H17NO2,CNc1ccc(/C=C/c2cc3cc(OC)ccc3o2)cc1
CHEMBL3667039,0,452.38,1,1,4.32,103.04,7.0,1.0,0.0,10.0,N,0.33,5.49,5.48,2.0,MOL,-1,32.0,7.0,1.0,0.0,452.1083,NEUTRAL,C22H19F3O7,COC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccco1
CHEMBL165,3,228.25,451,2560,2.97,60.69,3.0,3.0,0.0,2.0,N,0.69,3.4,3.37,2.0,MOL,0,17.0,3.0,3.0,0.0,228.0786,NEUTRAL,C14H12O3,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1
CHEMBL364738,0,340.44,5,9,5.9,37.3,1.0,1.0,1.0,4.0,N,0.75,6.61,3.76,2.0,MOL,-1,25.0,2.0,1.0,1.0,340.1839,ACID,C22H25FO2,CC(C)(C(=O)O)c1ccc(-c2ccc(C3CCCCC3)cc2)c(F)c1
CHEMBL236187,0,521.7,3,4,4.77,70.16,5.0,0.0,1.0,6.0,N,0.54,4.15,2.09,1.0,MOL,-1,36.0,7.0,0.0,1.0,521.2724,BASE,C27H40FN3O4S,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1
CHEMBL390478,0,478.01,1,1,3.62,70.16,5.0,0.0,0.0,5.0,N,0.66,3.6,3.49,2.0,MOL,-1,32.0,7.0,0.0,0.0,477.1489,NEUTRAL,C23H28ClN3O4S,CN1CCN(C(=O)OCCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1
CHEMBL394713,0,429.56,1,1,5.57,37.83,5.0,0.0,1.0,8.0,N,0.47,5.8,5.8,3.0,MOL,-1,32.0,5.0,0.0,1.0,429.2416,NEUTRAL,C27H31N3O2,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)n2)cc1N(C)C
CHEMBL6246,2,302.19,260,556,1.31,141.34,8.0,4.0,0.0,0.0,N,0.22,2.32,-0.53,4.0,MOL,0,22.0,8.0,4.0,0.0,302.0063,ACID,C14H6O8,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
CHEMBL468154,2,180.16,4,7,-3.83,121.38,6.0,6.0,1.0,0.0,N,0.23,-3.78,-3.78,0.0,MOL,0,12.0,6.0,6.0,1.0,180.0634,NEUTRAL,C6H12O6,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL297453,3,458.38,198,866,2.23,197.37,11.0,8.0,2.0,3.0,N,0.21,3.08,2.97,3.0,MOL,0,33.0,11.0,8.0,2.0,458.0849,NEUTRAL,C22H18O11,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
CHEMBL1082545,0,285.37,2,2,3.43,38.25,5.0,0.0,0.0,3.0,N,0.74,3.47,3.46,3.0,MOL,-1,20.0,4.0,0.0,0.0,285.0936,NEUTRAL,C15H15N3OS,COc1ccc2nc(-c3ccc(N(C)C)nc3)sc2c1
CHEMBL497,4,305.5,149,452,3.2,33.12,2.0,1.0,0.0,0.0,N,0.76,3.36,3.03,2.0,MOL,0,13.0,2.0,1.0,0.0,304.9104,NEUTRAL,C9H5ClINO,Oc1c(I)cc(Cl)c2cccnc12
CHEMBL236183,0,514.09,3,4,3.33,90.39,6.0,1.0,1.0,8.0,N,0.57,2.95,2.8,1.0,MOL,-1,34.0,8.0,1.0,1.0,513.2064,NEUTRAL,C24H36ClN3O5S,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1788111,0,264.36,3,4,3.71,45.15,4.0,2.0,0.0,2.0,N,0.73,3.31,3.3,3.0,MOL,-1,18.0,3.0,2.0,0.0,256.067,NEUTRAL,C14H12N2OS,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cc1)C([3H])([3H])[3H]
CHEMBL390889,0,582.17,1,1,6.02,78.95,5.0,1.0,2.0,9.0,N,0.31,5.8,4.75,3.0,MOL,-1,40.0,7.0,1.0,2.0,581.2115,NEUTRAL,C31H36ClN3O4S,O=C(NC1CCN(Cc2ccccc2)CC1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL396542,0,478.01,1,1,3.62,70.16,5.0,0.0,0.0,5.0,N,0.66,3.59,3.48,2.0,MOL,-1,32.0,7.0,0.0,0.0,477.1489,NEUTRAL,C23H28ClN3O4S,CN1CCN(C(=O)OC[C@H]2CC[C@@H](c3ccccc3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1
CHEMBL1394,0,260.26,1,2,3.39,57.53,2.0,2.0,0.0,3.0,N,0.89,3.64,0.63,2.0,MOL,-1,19.0,3.0,2.0,0.0,260.0849,ACID,C15H13FO3,CC(C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1
CHEMBL195884,0,258.29,1,2,3.99,37.3,1.0,1.0,0.0,3.0,N,0.9,4.46,1.6,2.0,MOL,-1,19.0,2.0,1.0,0.0,258.1056,ACID,C16H15FO2,Cc1ccc(-c2ccc(C(C)C(=O)O)cc2F)cc1
CHEMBL1788121,0,265.35,3,4,3.11,58.04,5.0,2.0,0.0,2.0,N,0.74,2.68,2.67,3.0,MOL,-1,18.0,4.0,2.0,0.0,257.0623,NEUTRAL,C13H11N3OS,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cn1)C([3H])([3H])[3H]
CHEMBL145,3,180.16,243,741,1.2,77.76,3.0,3.0,0.0,2.0,N,0.47,1.53,-1.87,1.0,MOL,0,13.0,4.0,3.0,0.0,180.0423,ACID,C9H8O4,O=C(O)/C=C/c1ccc(O)c(O)c1
CHEMBL95,4,198.27,240,3615,2.7,38.91,2.0,1.0,0.0,0.0,Y,0.71,2.63,1.25,2.0,MOL,0,15.0,2.0,2.0,0.0,198.1157,BASE,C13H14N2,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL410263,0,452.38,5,12,3.45,153.69,7.0,3.0,0.0,4.0,N,0.44,-0.64,-1.33,3.0,MOL,-1,27.0,9.0,3.0,0.0,408.0086,ACID,C16H10N2Na2O7S2,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1.[Na+].[Na+]
CHEMBL239629,0,584.09,5,11,4.18,90.39,6.0,1.0,1.0,7.0,N,0.53,4.02,3.94,2.0,MOL,-1,39.0,8.0,1.0,1.0,583.1719,NEUTRAL,C27H32ClF2N3O5S,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1
CHEMBL2386721,0,452.82,5,8,3.37,126.28,7.0,2.0,0.0,3.0,N,0.73,3.77,3.76,2.0,MOL,-1,31.0,8.0,3.0,0.0,452.0975,NEUTRAL,C19H16ClF3N6O2,CC1(C)OC(N)=N[C@](C)(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)C1(F)F
CHEMBL3969309,0,426.92,2,2,4.66,72.86,5.0,1.0,0.0,2.0,N,0.76,4.43,4.43,2.0,MOL,-1,30.0,5.0,2.0,0.0,426.1623,NEUTRAL,C23H24ClFN4O,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cncc(Cl)c3)cc1C21N=C(C)C(N)=N1
CHEMBL2048310,0,258.25,1,1,3.38,58.29,4.0,2.0,0.0,2.0,N,0.74,2.39,2.38,3.0,MOL,-1,19.0,4.0,2.0,0.0,258.0805,NEUTRAL,C14H11FN2O2,CNc1ncc(-c2cc3cc(O)ccc3o2)cc1F
CHEMBL3814159,0,334.43,1,2,3.18,74.76,6.0,3.0,0.0,8.0,N,0.59,2.37,1.27,3.0,MOL,-1,25.0,6.0,3.0,0.0,334.1906,NEUTRAL,C19H22N6,CNc1cccc(NCCc2cccc(NCc3ccccn3)n2)n1
CHEMBL2203288,0,244.22,3,3,3.04,48.15,4.0,0.0,0.0,2.0,N,0.65,2.87,2.87,3.0,MOL,-1,18.0,4.0,0.0,0.0,244.0648,NEUTRAL,C13H9FN2O2,COc1ccc(-c2nc3ccc(F)nc3o2)cc1
CHEMBL2386726,0,438.74,5,8,2.91,107.42,7.0,2.0,0.0,4.0,N,0.71,3.79,3.78,2.0,MOL,-1,29.0,8.0,3.0,0.0,438.063,NEUTRAL,C15H12ClF5N6O2,C[C@]1(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F
CHEMBL4059796,0,231.23,2,4,2.39,53.09,2.0,2.0,0.0,2.0,Y,0.83,2.35,2.35,2.0,MOL,-1,17.0,3.0,2.0,0.0,231.0696,NEUTRAL,C13H10FNO2,O=c1cc(/C=C/c2cccc(F)c2)[nH]cc1O
CHEMBL4103241,0,245.23,2,4,1.66,93.55,4.0,4.0,0.0,2.0,N,0.65,1.6,1.59,2.0,MOL,-1,18.0,5.0,4.0,0.0,245.0688,NEUTRAL,C13H11NO4,O=c1cc(/C=C/c2cc(O)cc(O)c2)[nH]cc1O
CHEMBL4072235,0,227.26,2,4,2.26,42.23,3.0,1.0,0.0,2.0,Y,0.85,2.59,2.59,2.0,MOL,-1,17.0,3.0,1.0,0.0,227.0946,NEUTRAL,C14H13NO2,Cn1cc(O)c(=O)cc1/C=C/c1ccccc1
CHEMBL204357,0,523.67,11,11,5.06,107.97,5.0,3.0,2.0,12.0,N,0.27,4.76,4.75,2.0,MOL,-1,38.0,8.0,3.0,2.0,523.3046,NEUTRAL,C30H41N3O5,CCC[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O
CHEMBL4084675,0,365.48,7,15,4.74,49.52,4.0,2.0,0.0,5.0,N,0.69,3.68,1.88,3.0,MOL,-1,27.0,5.0,2.0,0.0,365.2103,BASE,C22H27N3O2,COc1ccc(Nc2ccc3c(C4CCN(C)CC4)c[nH]c3c2)cc1OC
CHEMBL4101130,0,341.41,6,8,4.67,28.99,3.0,2.0,0.0,3.0,N,0.72,4.13,1.58,3.0,MOL,-1,25.0,3.0,2.0,0.0,341.1704,BASE,C20H21F2N3,Cn1cc(C2CCNCC2)c2ccc(Nc3ccc(F)c(F)c3)cc21
CHEMBL3981143,0,312.32,2,2,3.25,76.74,5.0,1.0,0.0,7.0,N,0.63,3.65,3.64,2.0,MOL,-1,23.0,5.0,1.0,0.0,312.0998,NEUTRAL,C18H16O5,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccco2)ccc1O
CHEMBL3916256,0,468.6,5,6,5.47,42.01,5.0,0.0,1.0,5.0,N,0.46,6.45,6.45,3.0,MOL,-1,35.0,5.0,0.0,1.0,468.2413,NEUTRAL,C30H32N2O3,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ccc(C)cc4C)CC3)cc1)C2
CHEMBL4064773,0,278.36,3,5,3.33,49.84,4.0,2.0,0.0,5.0,N,0.75,3.66,3.57,3.0,MOL,-1,21.0,4.0,2.0,0.0,278.1531,NEUTRAL,C17H18N4,CNc1nc(NCCc2ccccc2)c2ccccc2n1
CHEMBL4112705,0,431.33,3,3,1.98,141.4,8.0,3.0,0.0,4.0,N,0.63,2.35,2.35,2.0,MOL,-1,30.0,9.0,5.0,0.0,431.1129,NEUTRAL,C16H14F5N7O2,C[C@]1(c2nc(NC(=O)c3ncc(C(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F
CHEMBL4089722,0,336.36,1,3,4.2,105.03,6.0,1.0,0.0,6.0,N,0.41,4.0,3.89,3.0,MOL,-1,25.0,8.0,1.0,0.0,336.1335,NEUTRAL,C17H16N6O2,COc1ccc(CNc2nc(N=[N+]=[N-])nc3ccccc23)cc1OC
CHEMBL3964617,0,468.55,5,6,4.49,59.08,5.0,0.0,0.0,5.0,N,0.52,4.61,4.61,3.0,MOL,-1,35.0,6.0,0.0,0.0,468.2049,NEUTRAL,C29H28N2O4,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(=O)c4ccccc4)CC3)cc1)C2
CHEMBL4083601,0,306.41,3,5,4.11,49.84,4.0,2.0,0.0,7.0,N,0.69,4.54,4.46,3.0,MOL,-1,23.0,4.0,2.0,0.0,306.1844,NEUTRAL,C19H22N4,CCCNc1nc(NCCc2ccccc2)c2ccccc2n1
CHEMBL3672695,0,409.45,2,2,4.13,69.2,5.0,1.0,0.0,6.0,N,0.72,4.29,4.29,1.0,MOL,-1,29.0,5.0,2.0,0.0,409.1977,NEUTRAL,C21H26F3N3O2,CC1=N[C@]2(N=C1N)c1cc(OCCCF)ccc1C[C@]21CC[C@@H](OC(F)F)CC1
CHEMBL3925265,0,566.65,7,26,6.72,42.01,5.0,0.0,2.0,7.0,N,0.23,7.32,7.18,4.0,MOL,-1,42.0,5.0,0.0,2.0,566.2381,NEUTRAL,C35H32F2N2O3,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(c4ccc(F)cc4)c4ccc(F)cc4)CC3)cc1)C2
CHEMBL2425957,0,335.36,11,18,2.27,84.22,5.0,2.0,0.0,4.0,N,0.44,2.07,2.07,3.0,MOL,-1,25.0,6.0,2.0,0.0,335.127,NEUTRAL,C19H17N3O3,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1Cc1ccccc1
CHEMBL2425961,0,363.42,12,21,2.72,84.22,5.0,2.0,0.0,6.0,N,0.4,3.06,3.05,3.0,MOL,-1,27.0,6.0,2.0,0.0,363.1583,NEUTRAL,C21H21N3O3,CCc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1
CHEMBL2425954,0,321.34,11,13,2.21,84.22,5.0,2.0,0.0,3.0,N,0.44,2.01,2.0,3.0,MOL,-1,24.0,6.0,2.0,0.0,321.1113,NEUTRAL,C18H15N3O3,Cc1nc2ccc(/C=C/C(=O)NO)cc2c(=O)n1-c1ccccc1
CHEMBL2207042,0,617.91,12,13,5.65,80.62,7.0,2.0,2.0,6.0,N,0.4,5.04,5.0,0.0,MOL,-1,44.0,7.0,2.0,2.0,617.4655,NEUTRAL,C37H63NO6,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL2206994,0,672.99,14,54,5.33,83.86,8.0,2.0,2.0,7.0,N,0.38,4.94,4.81,0.0,MOL,-1,48.0,8.0,2.0,2.0,672.5077,NEUTRAL,C40H68N2O6,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL3951861,0,442.52,7,26,3.64,67.79,7.0,0.0,0.0,5.0,N,0.56,4.18,4.18,3.0,MOL,-1,33.0,7.0,0.0,0.0,442.2005,NEUTRAL,C26H26N4O3,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ncccn4)CC3)cc1)C2
CHEMBL3959097,0,409.45,2,5,4.13,69.2,5.0,1.0,0.0,4.0,N,0.81,4.55,4.54,1.0,MOL,-1,29.0,5.0,2.0,0.0,409.1977,NEUTRAL,C21H26F3N3O2,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC(F)(F)F)cc1C21N=C(C)C(N)=N1
CHEMBL2206995,0,673.98,8,9,6.2,97.69,7.0,2.0,2.0,7.0,N,0.33,5.51,5.51,0.0,MOL,-1,48.0,8.0,2.0,2.0,673.4918,NEUTRAL,C40H67NO7,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C(=O)C(C)C)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL4065718,0,283.76,1,3,3.94,37.81,3.0,1.0,0.0,4.0,N,0.74,4.41,4.41,3.0,MOL,-1,20.0,3.0,1.0,0.0,283.0876,NEUTRAL,C16H14ClN3,Clc1nc(NCCc2ccccc2)c2ccccc2n1
CHEMBL3958051,0,368.39,2,2,3.37,93.06,6.0,2.0,0.0,8.0,N,0.55,4.12,4.12,2.0,MOL,-1,27.0,6.0,2.0,0.0,368.126,NEUTRAL,C21H20O6,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)cc1O
CHEMBL2179242,0,291.69,8,18,3.89,84.27,3.0,2.0,0.0,3.0,N,0.66,3.66,3.66,2.0,MOL,-1,20.0,6.0,2.0,0.0,291.0411,NEUTRAL,C13H10ClN3O3,O=C(Nc1ccccc1)Nc1ccc(Cl)cc1[N+](=O)[O-]
CHEMBL2207043,0,631.94,9,10,6.04,80.62,7.0,2.0,2.0,7.0,N,0.35,5.39,5.34,0.0,MOL,-1,45.0,7.0,2.0,2.0,631.4812,NEUTRAL,C38H65NO6,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL3922663,0,372.42,2,2,4.81,63.6,4.0,1.0,0.0,7.0,N,0.48,5.58,5.57,3.0,MOL,-1,28.0,4.0,1.0,0.0,372.1362,NEUTRAL,C24H20O4,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc3ccccc3c2)ccc1O
CHEMBL3902640,0,450.95,2,2,5.13,83.76,5.0,1.0,1.0,2.0,N,0.69,5.51,5.51,2.0,MOL,-1,32.0,5.0,2.0,1.0,450.1623,NEUTRAL,C25H24ClFN4O,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1
CHEMBL3939963,0,381.52,2,2,3.98,69.2,5.0,1.0,0.0,5.0,N,0.84,4.25,4.24,1.0,MOL,-1,28.0,5.0,2.0,0.0,381.2416,NEUTRAL,C23H31N3O2,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC3CC3)cc1C21N=C(C)C(N)=N1
CHEMBL4086248,0,364.45,3,5,3.88,68.3,6.0,2.0,0.0,8.0,N,0.63,3.81,3.73,3.0,MOL,-1,27.0,6.0,2.0,0.0,364.1899,NEUTRAL,C21H24N4O2,COc1ccc(CCNc2nc(NC3CC3)nc3ccccc23)cc1OC
CHEMBL4070983,0,483.62,1,4,5.34,71.54,7.0,2.0,1.0,9.0,N,0.33,4.8,3.67,4.0,MOL,-1,36.0,7.0,2.0,1.0,483.2634,NEUTRAL,C29H33N5O2,COc1ccc(CNc2nc(NC3CCN(Cc4ccccc4)CC3)nc3ccccc23)cc1OC
CHEMBL4063009,0,341.41,7,15,5.0,31.06,2.0,2.0,0.0,3.0,N,0.7,4.29,2.48,3.0,MOL,-1,25.0,3.0,2.0,0.0,341.1704,BASE,C20H21F2N3,CN1CCC(c2c[nH]c3cc(Nc4ccc(F)c(F)c4)ccc23)CC1
CHEMBL4096474,0,441.62,5,7,6.01,50.09,3.0,3.0,1.0,4.0,N,0.36,4.59,0.97,4.0,MOL,-1,33.0,5.0,3.0,1.0,441.2892,BASE,C28H35N5,CN1CCC(c2c[nH]c3cc(Nc4ccc5[nH]cc(C6CCN(C)CC6)c5c4)ccc23)CC1
CHEMBL2203385,0,268.25,3,3,2.92,56.74,5.0,0.0,0.0,1.0,N,0.5,2.5,2.5,4.0,MOL,-1,20.0,5.0,0.0,0.0,268.076,NEUTRAL,C14H9FN4O,Cn1ccc2cc(-c3nc4ccc(F)nc4o3)cnc21
CHEMBL3889997,0,323.35,2,2,3.05,76.49,5.0,1.0,0.0,7.0,N,0.63,3.37,3.36,2.0,MOL,-1,24.0,5.0,1.0,0.0,323.1158,NEUTRAL,C19H17NO4,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccnc2)ccc1O
CHEMBL2206993,0,658.97,9,10,4.99,92.65,8.0,3.0,1.0,7.0,N,0.35,4.56,2.49,0.0,MOL,-1,47.0,8.0,3.0,1.0,658.4921,BASE,C39H66N2O6,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CNC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL2203379,0,257.27,3,3,3.09,42.16,4.0,0.0,0.0,2.0,N,0.66,3.14,3.14,3.0,MOL,-1,19.0,4.0,0.0,0.0,257.0964,NEUTRAL,C14H12FN3O,CN(C)c1ccc(-c2nc3ccc(F)nc3o2)cc1
CHEMBL4107875,0,467.84,3,3,2.71,111.72,7.0,2.0,0.0,4.0,N,0.67,3.56,3.56,2.0,MOL,-1,32.0,8.0,3.0,0.0,467.0972,NEUTRAL,C20H17ClF3N5O3,COCC#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1
CHEMBL4099194,0,247.68,2,4,2.9,53.09,2.0,2.0,0.0,2.0,Y,0.86,2.81,2.81,2.0,MOL,-1,17.0,3.0,2.0,0.0,247.04,NEUTRAL,C13H10ClNO2,O=c1cc(/C=C/c2ccc(Cl)cc2)[nH]cc1O
CHEMBL4104210,0,414.56,5,7,4.72,80.56,4.0,5.0,0.0,4.0,N,0.33,3.57,-1.52,4.0,MOL,-1,31.0,6.0,5.0,0.0,414.2532,BASE,C25H30N6,c1cc2c(C3CCNCC3)c[nH]c2cc1Nc1ccc2c(C3CCNCC3)c[nH]c2n1
CHEMBL429694,0,696.68,27,117,8.15,210.22,10.0,4.0,2.0,7.0,N,0.07,3.57,2.36,6.0,MOL,0,46.0,12.0,6.0,4.0,652.1199,ACID,C32H22N6Na2O6S2,Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12.[Na+].[Na+]
CHEMBL236191,0,529.65,3,3,3.34,90.39,6.0,1.0,1.0,7.0,N,0.58,3.27,3.02,1.0,MOL,-1,36.0,8.0,1.0,1.0,529.2422,NEUTRAL,C25H37F2N3O5S,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1
CHEMBL3916194,0,434.49,2,2,4.62,83.76,5.0,1.0,0.0,2.0,N,0.75,5.04,5.04,2.0,MOL,-1,32.0,5.0,2.0,0.0,434.1918,NEUTRAL,C25H24F2N4O,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(F)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1
CHEMBL3672727,0,426.56,2,2,4.63,72.86,5.0,1.0,0.0,2.0,N,0.71,5.12,5.12,2.0,MOL,-1,32.0,5.0,2.0,0.0,426.242,NEUTRAL,C27H30N4O,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1
CHEMBL2203386,0,270.27,3,3,2.42,55.05,5.0,0.0,0.0,1.0,N,0.64,2.56,2.55,3.0,MOL,-1,20.0,5.0,0.0,0.0,270.0917,NEUTRAL,C14H11FN4O,CN1CCc2cc(-c3nc4ccc(F)nc4o3)cnc21
CHEMBL2207044,0,661.97,14,42,5.67,89.85,8.0,2.0,2.0,9.0,N,0.33,4.99,4.96,0.0,MOL,-1,47.0,8.0,2.0,2.0,661.4918,NEUTRAL,C39H67NO7,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCOC)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL3934479,0,584.06,1,1,4.49,99.63,7.0,0.0,1.0,7.0,N,0.4,3.28,3.28,3.0,MOL,-1,38.0,7.0,0.0,1.0,583.0702,NEUTRAL,C26H24ClF2NO6S2,O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12)Cc1ccccn1
CHEMBL97247,0,509.1,5,12,5.05,63.74,6.0,2.0,2.0,10.0,N,0.4,4.11,2.41,3.0,MOL,-1,36.0,7.0,2.0,2.0,508.2717,BASE,C28H37ClN6O,CN(C)CCN(C)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1
